0,0.706614,0.432836
1,0.815362,0.448924
2,0.812179,0.409757
3,0.851959,0.445873
4,0.888689,0.462534
5,0.899481,0.453531
6,0.909251,0.480196
7,0.917797,0.51653
8,0.922176,0.511983
9,0.926131,0.509427
10,0.936738,0.521569
11,0.945864,0.523059
12,0.950888,0.519223
13,0.955011,0.529026
14,0.958128,0.531911
15,0.960685,0.534665
16,0.962194,0.540801
17,0.968256,0.540759
18,0.972663,0.530591
19,0.974896,0.530198
20,0.977062,0.5276
21,0.979016,0.535382
22,0.981602,0.53615
23,0.983669,0.53906
24,0.9846,0.547587
25,0.985657,0.543351
26,0.986253,0.544484
27,0.98667,0.544979
28,0.987633,0.549837
29,0.988171,0.557297
30,0.989518,0.560042
31,0.989325,0.557285
32,0.990178,0.554596
33,0.990881,0.560049
34,0.991447,0.557226
35,0.991572,0.555928
36,0.991973,0.5553
37,0.992804,0.552884
38,0.994041,0.553119
39,0.99457,0.55029
40,0.995154,0.55507
41,0.99577,0.553139
42,0.996496,0.549546
43,0.997176,0.55326
44,0.997626,0.552769
45,0.998237,0.55178
46,0.998503,0.55388
47,0.99873,0.556628
48,0.998933,0.55293
49,0.999309,0.549925
50,0.999495,0.552673
51,0.999589,0.547174
52,0.99972,0.544006
53,0.999824,0.550741
54,0.999928,0.552238
55,0.999858,0.554181
56,0.999964,0.550479
57,0.999964,0.552995
58,0.999964,0.550836
59,0.999964,0.550249
60,0.999964,0.552003
61,1.0,0.553373
62,1.0,0.554956
63,1.0,0.552847
64,1.0,0.549749
65,1.0,0.552093
66,1.0,0.551005
67,1.0,0.552097
68,1.0,0.551926
69,1.0,0.552956
70,1.0,0.554443
71,1.0,0.555294
72,1.0,0.553812
73,1.0,0.553331
74,1.0,0.55426
75,1.0,0.554586
76,1.0,0.553047
77,1.0,0.552055
78,1.0,0.552649
79,1.0,0.553121
80,1.0,0.552833
81,1.0,0.550989
82,1.0,0.55212
83,1.0,0.551767
